type,iri,label,label_de,description,description_de,subclass of,subproperty of,domain,range,same as,equivalent class,equivalent property,note,instance of
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:method,method,hat Verfahren,technique or method that is used for creating or changing an object,"Technik oder Methode, die zur Erstellung oder Änderung eines Gegenstands verwendet wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,https://gitlab.com/nfdi4culture/wikibase4research/model/technique,,,http://www.cidoc-crm.org/cidoc-crm/P32_used_general_technique,"Wikibase ID: P65,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:software_used,software,hat Software,software used for creation of media item,die für die Erstellung des Medienelements verwendete Software,,,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,https://gitlab.com/nfdi4culture/wikibase4research/model/software,,,,"Wikibase ID: P66,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:equipment,equipment,Ausrüstung,equipment used for creation of media item,für die Erstellung von Medienobjekten verwendete Ausrüstung,,,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,http://www.w3.org/2001/XMLSchema#string,,,,"Wikibase ID: P67,Wikibase datatype: string",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:duration,duration,Dauer,"duration of an item, usually video or audio","Dauer eines Objekts, in der Regel Video oder Audio",,https://gitlab.com/nfdi4culture/wikibase4research/model/has_dimension,"https://gitlab.com/nfdi4culture/wikibase4research/model/physical_object,https://gitlab.com/nfdi4culture/wikibase4research/model/conceptual_object",http://www.w3.org/2001/XMLSchema#string,,,"https://schema.org/duration,http://www.wikidata.org/entity/P2047","Wikibase ID: P68,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:file_size,file size,Dateigröße,size of media item file,Größe einer Medienelement-Datei,,,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,,,,http://www.wikidata.org/entity/P3575,"Wikibase ID: P69,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:number_of_parts,number of parts,hat Anzahl Teile,for items that have parts: how many parts there are,"bei Objekten, die aus Teilen bestehen: wie viele Teile es gibt",,,https://gitlab.com/nfdi4culture/wikibase4research/model/human-made_object,http://www.w3.org/2001/XMLSchema#float,,,http://www.cidoc-crm.org/cidoc-crm/P57_has_number_of_parts,"Wikibase ID: P7,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:has_file_format,file format,hat Datenformat,format of the file,Format der Datei,,,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,https://gitlab.com/nfdi4culture/wikibase4research/model/file_format,,,"https://schema.org/encodingFormat,http://www.wikidata.org/entity/P2701","Wikibase ID: P70,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:file_extension,file extension,Dateierweiterung,file extension that denotes the file format use with class file format,"Dateierweiterung, die das Dateiformat angibt, das mit dem Klassen-Dateiformat verwendet wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/file_format,http://www.w3.org/2001/XMLSchema#string,,,http://www.wikidata.org/entity/P1195,"Wikibase ID: P71,Wikibase datatype: string",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:conforms_to,conforms to,stimmt überein mit,which standard the file conforms to,"Norm, welcher die Datei entspricht",,,https://gitlab.com/nfdi4culture/wikibase4research/model/digital_object,http://www.w3.org/2001/XMLSchema#string,,,,"Wikibase ID: P72,Wikibase datatype: string",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:file_storage,file storage,Dateispeicher,URL where file is stored,"URL, unter der die Datei gespeichert ist",,,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,http://www.w3.org/2001/XMLSchema#string,,,http://www.cidoc-crm.org/cidoc-crm/P43_has_dimension,"Wikibase ID: P73,Wikibase datatype: url",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:file_view,file view,Dateiansicht,URL where file can be viewed,"URL, unter der die Datei eingesehen werden kann",,,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,http://www.w3.org/2001/XMLSchema#string,,,,"Wikibase ID: P74,Wikibase datatype: url",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:has_annotation,annotation,hat Annotation,annotation that was done for this media item,"Anmerkung, die für dieses Medienelement gemacht wurde",,,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,,,http://www.ics.forth.gr/isl/CRMdig/L43_annotates,"Wikibase ID: P75,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:annotation_text,annotation text,Anmerkungstext,link to the URL that has the full text,"Link zur URL, die den vollständigen Text enthält",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#string,,,,"Wikibase ID: P76,Wikibase datatype: url",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:annotates,annotates,ist Annotation von,identifies the entity that is the target of an annotation,"identifiziert die Entität, die das Ziel einer Anmerkung ist",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,,,http://www.ics.forth.gr/isl/CRMdig/L43_annotates,"Wikibase ID: P77,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:camera_type,camera type,Kameratyp,Kompakkt-specific property relating to the perspective of the camera when annotating a 3D model,"Kompakkt-spezifische Eigenschaft, die sich auf die Perspektive der Kamera bei der Beschriftung eines 3D-Modells bezieht",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#string,,,,"Wikibase ID: P78,Wikibase datatype: string",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:ranking,ranking,Rang,rank determining the order of annotations in the Kompakkt walkthrough,"Rang, der die Reihenfolge der Anmerkungen im Kompakkt-Walkthrough bestimmt",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#integer,,,,"Wikibase ID: P79,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:has_event,event,hat Ereignis,something that happened to this item,"etwas, das mit diesem Objekt passiert ist",,,https://gitlab.com/nfdi4culture/wikibase4research/model/human-made_object,https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,"Wikibase ID: P8,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:has_motivation,motivation,hat Motivation,a property from the W3C annotation standard providing the reasons why an annotation was made,"eine Eigenschaft aus dem W3C-Anmerkungsstandard, die die Gründe für die Erstellung einer Anmerkung angibt",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,https://gitlab.com/nfdi4culture/wikibase4research/model/motivation,,,http://www.w3.org/ns/oa#motivatedBy,"Wikibase ID: P80,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:related_concept,related concept,verwandter Begriff,use this property to add item relations to annotations,"verwenden Sie diese Eigenschaft, um den Anmerkungen Elementbeziehungen hinzuzufügen",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,https://gitlab.com/nfdi4culture/wikibase4research/model/conceptual_object,,,,"Wikibase ID: P81,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:related_media,related media,zugehörige Medien,use this property to add media relations to annotations,"verwenden Sie diese Eigenschaft, um Medienbeziehungen zu Anmerkungen hinzuzufügen",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,https://gitlab.com/nfdi4culture/wikibase4research/model/media_item,,,,"Wikibase ID: P82,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:verified,verified,verifiziert,the status of an annotation before or after review by a user with higher editing privileges (usually true or false),Status einer Anmerkung vor oder nach der Überprüfung durch einen Benutzer mit höheren Bearbeitungsrechten (normalerweise true oder false),,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#boolean,,,,"Wikibase ID: P83,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_perspective_position_x-axis,position in 3D model - perspective position x-axis,Position im 3D Modell - Perspektive Position x-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P84,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_perspective_position_y-axis,position in 3D model - perspective position y-axis,Position im 3D Modell - Perspektive Position y-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P85,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_perspective_position_z-axis,position in 3D model - perspective position z-axis,Position im 3D Modell - Perspektive Position z-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P86,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_perspective_target_x-axis,position in 3D model - perspective target x-axis,Position im 3D Modell - Perspektive Ziel x-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P87,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_perspective_target_y-axis,position in 3D model - perspective target y-axis,Position im 3D Modell - Perspektive Ziel y-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P88,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_perspective_target_z-axis,position in 3D model - perspective target z-axis,Position im 3D Modell - Perspektive Ziel z-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P89,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:took_place_at,took place at,fand statt in,location of an event,Ort eines Ereignisses,,,https://gitlab.com/nfdi4culture/wikibase4research/model/event,https://gitlab.com/nfdi4culture/wikibase4research/model/place,,,,"Wikibase ID: P9,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_selector_ref_point_x-axis,position in 3D model - selector ref point x-axis,Position im 3D Modell - Selektor Referenz Punkt x-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P90,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_selector_ref_point_y-axis,position in 3D model - selector ref point y-axis,Position im 3D Modell - Selektor Referenz Punkt y-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P91,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_selector_ref_point_z-axis,position in 3D model - selector ref point z-axis,Position im 3D Modell - Selektor Referenz Punkt z-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P92,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_selector_ref_normal_x-axis,position in 3D model - selector ref normal x-axis,Position im 3D Modell - Selektor Referenz Normale x-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P93,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_selector_ref_normal_y-axis,position in 3D model - selector ref normal y-axis,Position im 3D Modell - Selektor Referenz Normale y-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P94,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:position_in_3d_model_-_selector_ref_normal_z-axis,position in 3D model - selector ref normal z-axis,Position im 3D Modell - Selektor Referenz Normale z-Achse,"Kompakkt-specific annotation position property - this property is not meant to be filled out manually, only automatically when a new annotation is saved","Kompakkt-spezifische Eigenschaft der Annotationssposition - diese Eigenschaft wird nicht manuell ausgefüllt, sondern nur automatisch, wenn eine neue Annotation gespeichert wird",,,https://gitlab.com/nfdi4culture/wikibase4research/model/annotation,http://www.w3.org/2001/XMLSchema#float,,,,"Wikibase ID: P95,Wikibase datatype: quantity",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:internal_id,internal ID,interne ID,Internal identifier for this item,interne Kennung für diesen Artikel,,,https://gitlab.com/nfdi4culture/wikibase4research/model/physical_object,http://www.w3.org/2001/XMLSchema#string,,,,"Wikibase ID: P96,Wikibase datatype: string",
http://www.w3.org/2002/07/owl#ObjectProperty,wgm:classified_as,classified as,klassifiziert als,"allows sub-typing of core ontology entities – a form of specialisation – through the use of a terminological hierarchy, or thesaurus",ermöglicht die Subtypisierung von Kernentitäten der Ontologie – eine Form der Spezialisierung – durch die Verwendung einer terminologischen Hierarchie oder eines Thesaurus,,,https://gitlab.com/nfdi4culture/wikibase4research/model/physical_object,https://gitlab.com/nfdi4culture/wikibase4research/model/type,,,https://cidoc-crm.org/html/cidoc_crm_v7.1.2.html#P2,"Wikibase ID: P97,Wikibase datatype: wikibase-item",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:iconclass,Iconclass,Iconclass,Iconclass code that corresponds with an artistic theme or concept,"Iconclass-Code, der einem künstlerischen Motiv oder Konzept entspricht",,,https://gitlab.com/nfdi4culture/wikibase4research/model/iconographic_concept,http://www.w3.org/2001/XMLSchema#string,,,http://www.wikidata.org/entity/P1256,"Wikibase ID: P98,Wikibase datatype: external-id",
http://www.w3.org/2002/07/owl#DatatypeProperty,wgm:getty_aat,Getty AAT,Getty AAT,identifier in the Art & Architecture Thesaurus by the Getty Research Institute,Kennung im Art & Architecture Thesaurus des Getty Research Institute,,,https://gitlab.com/nfdi4culture/wikibase4research/model/human-made_object,http://www.w3.org/2001/XMLSchema#string,,,http://www.wikidata.org/entity/P1014,"Wikibase ID: P99,Wikibase datatype: external-id",
http://www.w3.org/2002/07/owl#Class,wgm:actor,Actor,Akteur:in,"comprises people, either individually or in groups, who have the potential to perform intentional actions of kinds for which someone may be held responsible","umfasst Menschen, entweder einzeln oder in Gruppen, die das Potenzial haben, vorsätzliche Handlungen zu begehen, für die jemand zur Verantwortung gezogen werden kann",,,,,,"http://www.cidoc-crm.org/cidoc-crm/E39_CRM_Actor,http://xmlns.com/foaf/0.1/#term_Agent",,Wikibase ID: Q1,
http://www.w3.org/2002/07/owl#Class,wgm:digital_collection,Digital Collection,Digitale Sammlung,aggregation of digital objects,Gruppierung digitaler Gegenstände,https://gitlab.com/nfdi4culture/wikibase4research/model/information_object,,,,,http://www.wikidata.org/entity/Q60474998,,Wikibase ID: Q10,
http://www.w3.org/2002/07/owl#Class,wgm:digital_object,Digital Object,Digitales Objekt,"comprises identifiable immaterial items that can be represented as sets of bit sequences, such as data sets, e-texts, images, audio or video items, software, etc., and are documented as single units","umfasst identifizierbare immaterielle Güter, die als Mengen von Bitfolgen dargestellt werden können, wie Datensätze, elektronische Texte, Bilder, Audio- oder Videoelemente, Software usw., und die als einzelne Einheiten dokumentiert werden",https://gitlab.com/nfdi4culture/wikibase4research/model/information_object,,,,,"http://www.wikidata.org/entity/Q59138870,http://www.ics.forth.gr/isl/CRMdig/D1_Digital_Object ",,Wikibase ID: Q11,
http://www.w3.org/2002/07/owl#Class,wgm:media_item,Media item,Medienelement,"digital representation of media, for example video or audio","digitale Darstellung von Medien, etwa Video oder Audio",https://gitlab.com/nfdi4culture/wikibase4research/model/digital_object,,,,,https://schema.org/MediaObject,,Wikibase ID: Q12,
http://www.w3.org/2002/07/owl#Class,wgm:software,Software,Software,software used for creation of media item,für die Erstellung von Medienelementen verwendete Software,https://gitlab.com/nfdi4culture/wikibase4research/model/digital_object,,,,,"https://schema.org/SoftwareApplication,http://www.wikidata.org/entity/Q7397,http://www.ics.forth.gr/isl/CRMdig/D14_Software",,Wikibase ID: Q13,
http://www.w3.org/2002/07/owl#Class,wgm:bibliographic_work,Bibliographic Work,Bibliografisches Werk,instances of this class can be cited to support a claim,"Instanzen dieser Klasse können zitiert werden, um eine Behauptung zu belegen",https://gitlab.com/nfdi4culture/wikibase4research/model/conceptual_object,,,,,"http://www.wikidata.org/entity/Q59156095,http://iflastandards.info/ns/fr/frbr/frbroo/F19_Publication_Work",,Wikibase ID: Q14,
http://www.w3.org/2002/07/owl#Class,wgm:annotation,Annotation,Annotation,text that is attached to a media item or another text to provide more information,"Text, der an ein Medienelement oder einen anderen Text angehängt ist, um weitere Informationen zu liefern",https://gitlab.com/nfdi4culture/wikibase4research/model/conceptual_object,,,,,"http://www.wikidata.org/entity/Q857525,http://www.w3.org/ns/oa#Annotation,http://www.ics.forth.gr/isl/CRMdig/D29_Annotation_Object",,Wikibase ID: Q15,
http://www.w3.org/2002/07/owl#Class,wgm:motivation,Motivation,Motivation,to be used for annotations,für Anmerkungen zu verwenden,https://gitlab.com/nfdi4culture/wikibase4research/model/conceptual_object,,,,,"http://www.wikidata.org/entity/Q644302,http://www.w3.org/ns/oa#Motivation ",,Wikibase ID: Q16,
http://www.w3.org/2002/07/owl#Class,wgm:type,Type,Typus,comprises concepts denoted by terms from thesauri and controlled vocabularies used to characterize and classify instances of core ontology classes,"umfasst Konzepte, die durch Begriffe aus Thesauri und kontrollierten Vokabularien bezeichnet werden, die zur Charakterisierung und Klassifizierung von Instanzen der Kernklassen der Ontologie verwendet werden",https://gitlab.com/nfdi4culture/wikibase4research/model/conceptual_object,,,,,http://www.cidoc-crm.org/cidoc-crm/E55_Type,,Wikibase ID: Q17,
http://www.w3.org/2002/07/owl#Class,wgm:material,Material,Material,material that an object is made from,"Material, aus dem ein Gegenstand hergestellt ist",https://gitlab.com/nfdi4culture/wikibase4research/model/type,,,,,"http://www.cidoc-crm.org/cidoc-crm/E57_Material,https://schema.org/material,http://www.wikidata.org/entity/Q214609",,Wikibase ID: Q18,
http://www.w3.org/2002/07/owl#Class,wgm:measurement_unit,Measurement Unit,Maßeinheit,"unit for giving a measurement, for example metres or litres","Einheit zur Angabe eines Maßes, z. B. Meter oder Liter",https://gitlab.com/nfdi4culture/wikibase4research/model/type,,,,,"http://www.cidoc-crm.org/cidoc-crm/E58_Measurement_Unit,http://www.wikidata.org/entity/Q47574",,Wikibase ID: Q19,
http://www.w3.org/2002/07/owl#Class,wgm:group,Group,Menschliche Gruppe,any gatherings or organizations of human individuals or groups that act collectively or in a similar way due to any form of unifying relationship,"alle Ansammlungen oder Organisationen menschlicher Individuen oder Gruppen, die aufgrund irgendeiner Form von verbindenden Beziehungen kollektiv oder in ähnlicher Weise handeln",https://gitlab.com/nfdi4culture/wikibase4research/model/actor,,,,,"http://www.cidoc-crm.org/cidoc-crm/E74_Group,http://www.wikidata.org/entity/Q16887380,http://xmlns.com/foaf/0.1/#term_Group",,Wikibase ID: Q2,
http://www.w3.org/2002/07/owl#Class,wgm:condition,Condition,Zustand,condition of an object,Zustand eines Gegenstands,,,,,,"http://www.cidoc-crm.org/cidoc-crm/E3_Condition_State,http://www.wikidata.org/entity/Q813912",,Wikibase ID: Q20,
http://www.w3.org/2002/07/owl#Class,wgm:place,Place,Ort,any kind of location,jede Art von Standort,,,,,,"http://www.cidoc-crm.org/cidoc-crm/E53_Place,https://schema.org/Place,http://www.wikidata.org/entity/Q2221906,https://nfdi4culture.de/ontology#Place",,Wikibase ID: Q21,
http://www.w3.org/2002/07/owl#Class,wgm:event,Event,Ereignis,superclass for events,Oberklasse für Ereignisse,,,,,,http://www.cidoc-crm.org/cidoc-crm/E5_Event,,Wikibase ID: Q22,
http://www.w3.org/2002/07/owl#Class,wgm:change_of_custody,Change of custody,Besitzwechsel,event where the custodian of an item changes,"Ereignis, bei dem der Verwahrer einer Sache wechselt",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E10_Transfer_of_Custody,,Wikibase ID: Q23,
http://www.w3.org/2002/07/owl#Class,wgm:change_of_ownership,Change of ownership,Eigentumswechsel,event where the owner of an item changes,"Ereignis, bei dem der Eigentümer einer Sache wechselt",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E8_Acquisition,,Wikibase ID: Q24,
http://www.w3.org/2002/07/owl#Class,wgm:creation,Creation,Herstellung,event that results in an item being created,"Ereignis, das zur Erstellung eines Objekts führt",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E12_Production,,Wikibase ID: Q25,
http://www.w3.org/2002/07/owl#Class,wgm:destruction,Destruction,Zerstörung,event that results in an item no longer existing,"Ereignis, das dazu führt, dass ein Objekt nicht mehr existiert",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E6_Destruction,,Wikibase ID: Q26,
http://www.w3.org/2002/07/owl#Class,wgm:digitization,Digitization,Digitalisierung,event that results in a new digital object representation of an item,"Ereignis, das zu einer neuen digitalen Objektdarstellung eines Gegenstands führt",https://gitlab.com/nfdi4culture/wikibase4research/model/creation,,,,,http://www.ics.forth.gr/isl/CRMdig/D2_Digitization_Process,,Wikibase ID: Q27,
http://www.w3.org/2002/07/owl#Class,wgm:modification,Modification,Bearbeitung,event where an item changes but is still considered the same item (more specific events can be part addition and part removal),"Ereignis, bei dem sich ein Objekt ändert, aber immer noch als dasselbe Objekt betrachtet wird (spezifischere Ereignisse können Teil Hinzufügen und Teil Entfernen sein)",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E11_Modification,,Wikibase ID: Q28,
http://www.w3.org/2002/07/owl#Class,wgm:move,Move,Ortswechsel,event where an item is moved from one place to another,"Ereignis, bei dem ein Objekt von einem Ort zu einem anderen bewegt wird",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E9_Move,,Wikibase ID: Q29,
http://www.w3.org/2002/07/owl#Class,wgm:physical_object,Physical Object,Materieller Gegenstand,comprises items of a material nature that are units for documentation and have physical boundaries that separate them completely in an objective way from other objects,"umfasst Gegenstände materieller Art, die Dokumentationseinheiten sind und physische Grenzen haben, die sie auf objektive Weise vollständig von anderen Gegenständen trennen",,,,,,http://cidoc-crm.org/cidoc-crm/E19_Physical_Object,,Wikibase ID: Q3,
http://www.w3.org/2002/07/owl#Class,wgm:part_addition,Part Addition,Teilhinzufügung,event where a part gets added to an item,"Ereignis, bei dem ein Teil zu einem Objekt hinzugefügt wird",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E79_Part_Addition,,Wikibase ID: Q30,
http://www.w3.org/2002/07/owl#Class,wgm:part_removal,Part Removal,Teilentfernung,event where a part is removed from an item,"Ereignis, bei dem ein Teil von einem Objekt entfernt wird",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E80_Part_Removal,,Wikibase ID: Q31,
http://www.w3.org/2002/07/owl#Class,wgm:raw_data_creation,Raw data creation,Rohdatenerzeugung,event that results in the raw data for an item being created,"Ereignis, das zur Erstellung der Rohdaten eines Objekts führt",https://gitlab.com/nfdi4culture/wikibase4research/model/creation,,,,,,,Wikibase ID: Q32,
http://www.w3.org/2002/07/owl#Class,wgm:transformation,Transformation,Umwandlung,event where one item is changed so significantly it can no longer be considered the same item - the result is a new item,"Ereignis, bei dem ein Objekt so stark verändert wird, dass es nicht mehr als dasselbe Objekt angesehen werden kann - das Ergebnis ist ein neues Objekt",https://gitlab.com/nfdi4culture/wikibase4research/model/event,,,,,http://www.cidoc-crm.org/cidoc-crm/E81_Transformation,,Wikibase ID: Q33,
http://www.w3.org/2002/07/owl#Class,wgm:primitive_value,Primitive Value,Primitiver Wert,"comprises values of primitive data types of programming languages or database management systems and data types composed of such values used as documentation elements, as well as their mathematical abstractions","umfasst Werte von primitiven Datentypen von Programmiersprachen oder Datenbankverwaltungssystemen und aus solchen Werten zusammengesetzte Datentypen, die als Dokumentationselemente verwendet werden, sowie deren mathematische Abstraktionen",,,,,,http://cidoc-crm.org/cidoc-crm/7.1.2/E59_Primitive_Value,,Wikibase ID: Q34,
